,Unnamed: 0,user_no,user_name,mr_sect_no,trade_sort,use_type_code,meter_calibre,user_ms_type
4790,8445676,0008445676,广州市安厦房地产开发有限公司,3014022010,公共绿化,消防环卫绿化,100.0,计费
4799,8738602,0008738602,4中,4047062010,商业,经营服务用水,,计费
4800,8738615,0008738615,4中,4047062010,其他工业,工业用水,,计费
4811,8701363,0008701363,广州培英中学,3065052010,学校用水,学校用水,100.0,计费
4823,9033434,0009033434,中山大道珠村村委会,2058022010,行政,行政事业,,计费
4832,8945903,0008945903,广州市林科所有限公司,1021012010,单位/集体宿舍,居民生活,,计费
4833,8965208,0008965208,永泰村第六经济合作社,4047092010,其他工业,工业用水,,计费
4835,8965732,0008965732,白云山农场永泰村第三经济合作社,4047092010,商业,经营服务用水,,计费
4842,9281699,0009281699,梁秀英,04G120000,居民（旧）,居民生活,15.0,计费
4843,9390821,0009390821,东方面制品厂,1061372010,洗车业,特种用水,,计费
4849,14885310,0014885310,广东美术馆（美术家协会）,1041412010,混合商业,经营服务用水,,计费
4850,9536092,0009536092,湖天宾馆,1063232010,商业,经营服务用水,,计费
4859,9536089,0009536089,湖天宾馆,1063232010,行政,行政事业,,计费
4861,9681095,0009681095,广信商业中心,1062072010,浴足,经营服务用水,,计费
4868,9890347,0009890347,芳村区人民政府（广州花卉博览园）（副页）占35%,3075012010,单位/集体宿舍,居民生活,,计费
4869,9890376,0009890376,芳村区人民政府（广州花卉博览园）（副页）占48%,3075012010,其他工业,工业用水,,计费
4875,9890507,0009890507,梁兰好,4067152010,居民家庭,居民生活,20.0,考核
4878,9890350,0009890350,芳村区人民政府（广州花卉博览园）（副页）占7%,3075012010,公共绿化,消防环卫绿化,,计费
4879,9890389,0009890389,芳村区人民政府（广州花卉博览园）（副页）占10%,3075012010,其他商业,经营服务用水,,计费
4880,9986871,0009986871,逸景翠园（施工工地）,04G420000,建筑业,经营服务用水,100.0,计费
4904,10165124,0010165124,新体育馆,4077022010,公共绿化,消防环卫绿化,,计费
4909,10254686,0010254686,广州耀中房地产发展有限公司   ,2018152010,商业,经营服务用水,150.0,计费
4916,10436006,0010436006,张燕珍,4047062010,居民家庭,居民生活,20.0,考核
4917,10250453,0010250453,刘炳牛,4047012010,农村/城中村总表民用,居民生活,20.0,考核
4951,10667011,0010667011,范彩云,1021022010,居民（旧）,居民生活,15.0,计费
4953,10626203,0010626203,陈玉琼,4067022010,居民家庭,居民生活,,考核
4956,10626186,0010626186,关慧明,4067022010,居民家庭,居民生活,,考核
4957,10626216,0010626216,卢绍科,4067022010,居民家庭,居民生活,,考核
4962,10709652,0010709652,游泳池表,4067212010,商业,经营服务用水,100.0,计费
4966,10822656,0010822656,广州市石井小坪村民委员会,4067022010,农村/城中村总表民用,居民生活,,计费
4971,10817546,0010817546,李锦堂、张桂容,4077012010,居民家庭,居民生活,,计费
4981,10907678,0010907678,广州警备区招待所,1061082010,居民家庭,居民生活,,计费
4992,11252216,0011252216,广州市天河区肉类联合加工厂,2038012010,其他工业,工业用水,,计费
4993,11250021,0011250021,广卅市电信局无线分局(付页),1062062010,居民家庭,居民生活,,计费
4995,11244947,0011244947,广州市东悦酒店有限公司,1062072010,浴足,经营服务用水,,计费
4997,11198286,0011198286,白云区石井镇大冈村民委员会,4057012010,其他工业,工业用水,,计费
5009,11237668,0011237668,中国人民解放军广州军区第二招待所,1062132010,浴足,经营服务用水,,计费
5013,11323769,0011323769,黄大珠,4057012010,居民家庭,居民生活,15.0,考核
5014,11323798,0011323798,罗文欽,4047052010,居民家庭,居民生活,20.0,考核
5015,11323831,0011323831,温东英,4047052010,居民家庭,居民生活,20.0,考核
5021,11323873,0011323873,范长娇,4047052010,居民家庭,居民生活,20.0,考核
5022,11323903,0011323903,徐润琼,4047052010,居民家庭,居民生活,20.0,考核
5026,11570598,0011570598,深圳市驻广州办事处,1062022010,行政,行政事业,,计费
5027,11572448,0011572448,梁进爱(低保),35720040,城市居民（旧）,居民生活,15.0,计费
5038,11719393,0011719393,蓝美娣,4057012010,居民家庭,居民生活,,考核
5054,11729004,0011729004,钟应能,4057012010,居民家庭,居民生活,,考核
5090,12058349,0012058349,海景中心管理处,2068182010,行政,行政事业,,计费
5111,12097294,0012097294,中国农业银行广州市分行,1061212010,单位/集体宿舍,居民生活,,计费
5121,12316306,0012316306,省冶金工业学校,1021052010,单位/集体宿舍,居民生活,,计费
5122,12316380,0012316380,省冶金学校,1021062010,居民家庭,居民生活,,计费
5125,12272349,0012272349,广州润田房地产开发有限公司,04G420000,商业,经营服务用水,20.0,计费
5129,12367854,0012367854,省建材工业中等专业学校,1061072010,居民家庭,居民生活,,计费
5136,12368033,0012368033,广州财政学校,1061132010,单位/集体宿舍,居民生活,,计费
5159,12490833,0012490833,广州市荔湾区东漖街西朗股份经济联合社,3065162010,商业,经营服务用水,,计费
5169,12914601,0012914601,广州市祥港房地产开发有限公司,3114152010,商业,经营服务用水,100.0,计费
5179,12805017,0012805017,广州市中医药大学第二附属医院,3054012010,行政,行政事业,200.0,计费
5187,12801611,0012801611,梁肖芳,3085052010,农村/城中村总表民用,居民生活,,计费
5188,12712029,0012712029,广东省纪律检查委员会,2018102010,行政,行政事业,,计费
5189,12868100,0012868100,新圹凌圹村经济联社,2048012010,商业,经营服务用水,,计费
5195,12915675,0012915675,广州市机电中等专业学校,1033492010,单位/集体宿舍,居民生活,,计费
5205,12957008,0012957008,刘彩群,3085052010,农村/城中村总表民用,居民生活,,计费
5208,12914470,0012914470,广州市祥港房地产开发有限公司,3114152010,商业,经营服务用水,100.0,计费
5230,12801624,0012801624,汤焕好,3085052010,农村/城中村总表民用,居民生活,,计费
5258,13075398,0013075398,广州摩托车厂,1062072010,商业,经营服务用水,,计费
5268,13246310,0013246310,白云政府棠景街办事处,4067012010,建筑业,经营服务用水,,计费
5271,13223579,0013223579,罗卓文（低保）,1033502010,抄表到户居民家庭,居民生活,15.0,计费
5289,13075268,0013075268,广铁幼儿圆,1061292010,混合商业,经营服务用水,,计费
5307,13758947,0013758947,广州市石井谭村经济开发公司,4067012010,商业,经营服务用水,100.0,计费
5308,13867296,0013867296,东方宾馆(副页）,1062092010,浴足,经营服务用水,,计费
5310,13528179,0013528179,南方医院,1021022010,混合商业,经营服务用水,,计费
5349,13758211,0013758211,深圳雅业贸易有限公司,4067192010,水疗馆,特种用水,,计费
5350,13758240,0013758240,广东省邮电器材仓（中捷通信有限公司）,4047062010,单位/集体宿舍,居民生活,,计费
5364,14230602,0014230602,广州市白云区均禾街清湖村经济联合社,4047022010,农村/城中村总表民用,居民生活,,计费
5365,14342123,0014342123,均禾街长红第七经济合作社,4047022010,其他工业,工业用水,,计费
5371,14017940,0014017940,韦耀祺,3085052010,农村/城中村总表民用,居民生活,,计费
5372,14021842,0014021842,广州军区人民防空委员会,2028022010,商业,经营服务用水,,计费
5377,14046881,0014046881,广钢医疗站（商铺）,3065152010,其他商业,经营服务用水,,计费
5389,14347317,0014347317,军医大学,1021032010,单位/集体宿舍,居民生活,,计费
5414,14690684,0014690684,简绍庆(低保),1063212010,低保户（旧）,居民生活,15.0,计费
5432,14811988,0014811988,广州市白云区松洲街松南村经济联合社,1033512010,商业,经营服务用水,,计费
5433,14502082,0014502082,广东珠岛宾馆,1041412010,单位/集体宿舍,居民生活,,计费
5443,14676042,0014676042,广东省新浚物业管理有限公司,3114502010,水疗馆,特种用水,,计费
5447,14926121,0014926121,广州市白云区新市镇黄边村经济联合社,4047062010,其他工业,工业用水,,计费
5455,15011318,0015011318,陈田大队 ,4077012010,商业,经营服务用水,,计费
5466,14909447,0014909447,张村经济发展公司,4067012010,商业,经营服务用水,,计费
5468,14342527,0014342527,广州市白云区新市镇联边村八社,4047072010,其他工业,工业用水,,计费
5518,15343361,0015343361,广州市黄埔区姬堂经济发展总公司,2076082010,农村/城中村总表民用,居民生活,,计费
5526,14838688,0014838688,保利房地产（集团）股份有限公司,3105012010,公共消防,消防环卫绿化,100.0,计费
5527,14909577,0014909577,长红村第十二经济社,4047022010,其他工业,工业用水,,计费
5535,15575630,0015575630,广州高新技术产业开发区民营科技园管理委员会,4037012010,学校用水,学校用水,,计费
5536,15575643,0015575643,广州高新技术产业开发区民营科技园管理委员会,4037012010,学校用水,学校用水,,计费
5566,15513465,0015513465,朝阳杨梅村,4057012010,其他工业,工业用水,,计费
5568,15517904,0015517904,广州市白云区园林绿化管理办公室,1033502010,公共绿化,消防环卫绿化,100.0,计费
5571,15608303,0015608303,白云国际会议中心项目办,4077022010,行政,行政事业,,计费
5588,15608316,0015608316,广州白云国际会议中心项目办,4077022010,行政,行政事业,,计费
5594,15208369,0015208369,裕华企业综合楼,1061212010,浴足,经营服务用水,,计费
5618,16076206,0016076206,中国人民解放军空军司令部军事调研室五处,2018142010,商业,经营服务用水,,计费
5622,15873385,0015873385,广州军区通信工程大队营房,1021042010,混合商业,经营服务用水,,计费
5635,15656504,0015656504,广州黄埔新港第二作业区,2096022010,行政,行政事业,,计费
5663,16014158,0016014158,广州市海珠区官洲街经济联合社,3114492010,商业,经营服务用水,150.0,计费
5684,15855060,0015855060,54060部队,2028012010,部队小区,居民生活,,计费
5685,15873330,0015873330,广州军区通信工程大队营房,1021042010,居民家庭,居民生活,,计费
5696,15851420,0015851420,广州海煌食品有限公司,2076022010,仓储,经营服务用水,,计费
5699,16076280,0016076280,海珠区瑞宝街瑞宝第七经济合作社,3114492010,商业,经营服务用水,,计费
5704,16056132,0016056132,广州市安达汽车零件有限公司,4047052010,其他工业,工业用水,,计费
5712,15697396,0015697396,海珠区官洲街仑头经济联合社,3024012010,商业,经营服务用水,,计费
5732,16281035,0016281035,广州统一企业有限公司,2096032010,饮料业,工业用水,,计费
5741,16194319,0016194319,龙归镇永兴村民委员会,4047052010,其他工业,工业用水,,计费
5762,16431137,0016431137,广州市荔湾区海龙街增滘股份经济联合社,54119000,建筑业,经营服务用水,,
5774,16424829,0016424829,广州市越秀区绿化养护第一工区,1062162010,行政,行政事业,,计费
5775,16424832,0016424832,广州市越秀区绿化养护第一工区,1062162010,环卫,消防环卫绿化,,计费
5776,16415557,0016415557,广州军区通支办基建工程处,1021042010,混合商业,经营服务用水,,计费
5778,16428544,0016428544,省机械出口公司,2068112010,单位/集体宿舍,居民生活,,计费
5781,16280351,0016280351,广清路凤凰村,4057012010,商业,经营服务用水,,计费
5802,16494060,0016494060,麦家强,04G120000,居民（旧）,居民生活,15.0,计费
5826,16886982,0016886982,广东省建筑工程集团有限公司,1063362010,建筑业,经营服务用水,,计费
5827,16829969,0016829969,梁永祥（低保）,1063212010,低保户（旧）,居民生活,15.0,计费
5880,16838589,0016838589,陆赛琼（低保）,1063132010,低保户（旧）,居民生活,15.0,考核
5901,17124049,0017124049,广州市立基物业管理有限公司,1062242010,美容（原特种）,经营服务用水,,计费
5940,17774853,0017774853,广东宣传干部培训中心,3114312010,单位/集体宿舍,居民生活,,计费
5941,17774866,0017774866,广东宣传干部培训中心,3114312010,浴足,经营服务用水,,计费
5945,17524719,0017524719,刘佩儿(低保),1033512010,城市居民（旧）,居民生活,15.0,计费
5976,17313230,0017313230,广州伟腾房地产开发有限公司,2018062010,建筑业,经营服务用水,,计费
5979,17509738,0017509738,广州广南房产发展有限公司,1062292010,建筑业,经营服务用水,,计费
5983,17774840,0017774840,广东宣传干部培训中心,3114312010,商业,经营服务用水,,计费
5984,17775250,0017775250,广州市射击射箭运动管理中心,1062062010,商业,经营服务用水,,计费
5987,17839596,0017839596,广州丽运房地产开发有限公司,3105042010,建筑业,经营服务用水,,计费
5989,17785828,0017785828,前进路66-87号 (嘉汇华庭),3114402010,（原）其他特种,经营服务用水,,计费
6004,18253854,0018253854,邹玉兰(低保）,1013422010,低保户（旧）,居民生活,15.0,计费
6013,18245598,0018245598,广州大学附属中学,3054012010,单位/集体宿舍,居民生活,150.0,计费
6020,18170854,0018170854,广东省公安消防总队,2018022010,农村/城中村总表民用,居民生活,,计费
6021,18276998,0018276998,广州大学附属中学,3054012010,学校用水,学校用水,,计费
6042,18794540,0018794540,广州市光大花园房地产开发有限公司,3114132010,行政,行政事业,100.0,计费
6050,18690718,0018690718,棠溪经济发展公司第三经济合作社,4067012010,商业,经营服务用水,,计费
6069,18379929,0018379929,广州市荔湾区绿化委员会,3065042010,公共绿化,消防环卫绿化,100.0,计费
6080,18416477,0018416477,广州红菱电热设备有限公司（主页02229）,4067032010,（原）其他特种,经营服务用水,,计费
6089,18750238,0018750238,广州市白云区石井镇横沙村民委员会,3105032010,混合商业,经营服务用水,,计费
6090,18750241,0018750241,广州市白云区石井镇横沙村民委员会,3105032010,水疗馆,特种用水,,计费
6097,18748013,0018748013,广州人造卫星观测站,2028052010,行政,行政事业,,计费
6152,19138129,0019138129,彭庆钊（低保）,1063352010,城市居民（旧）,居民生活,15.0,计费
6173,19442743,0019442743,广州邦泰置业有限公司,3014012010,公共消防,消防环卫绿化,100.0,计费
6239,19370369,0019370369,省舞蹈学校,1061102010,学校用水,学校用水,,计费
6253,19935179,0019935179,广州市海珠区人民政府,3114512010,行政,行政事业,,计费
6259,20435976,0020435976,广州市天河区石牌村民委员会,2018062010,商业,经营服务用水,,计费
6260,19811286,0019811286,广州中银保利华普置业有限公司 ,2018052010,（原）特殊,经营服务用水,,计费
6297,20152143,0020152143,广州市华绰物业管理有限公司,2018092010,水疗馆,特种用水,,计费
6343,20174688,0020174688,广州富力恒盛置业发展有限公司,2018092010,水疗馆,特种用水,,计费
6344,20175450,0020175450,广东省航道局(特商副页),1062292010,夜总会,经营服务用水,,计费
6345,20175463,0020175463,广东省航道局(行政副页),1062292010,行政,行政事业,,计费
6346,19934903,0019934903,广州市市政园林工程管理中心,2068102010,公共绿化,消防环卫绿化,,计费
6347,20224804,0020224804,同和镇政府办公楼,1021052010,混合商业,经营服务用水,,计费
6353,19935036,0019935036,广州明华投资有限公司,08A720000,（原）特殊,经营服务用水,,计费
6369,19783518,0019783518,广州市固元保健服务有限公司,3114252010,浴足,经营服务用水,,计费
6376,19782414,0019782414,广州市全华实业有限公司,1021052010,浴足,经营服务用水,,计费
6377,19782427,0019782427,羊城铁路房地产开发公司,1061362010,美容（原特种）,经营服务用水,,计费
6385,19787842,0019787842,芳村工人文化宫,3065012010,混合商业,经营服务用水,,计费
6392,19846981,0019846981,省职工体育运动技术学院,1041412010,学校用水,学校用水,,计费
6393,19847014,0019847014,二沙头体院,1041412010,学校用水,学校用水,,计费
6394,19847027,0019847027,省职工体育运动技术学院,1041412010,学校用水,学校用水,,计费
6395,19868471,0019868471,梅花园宾馆,1021042010,水疗馆,特种用水,,计费
6396,19849528,0019849528,广州永富房地产开发有限公司,3105022010,建筑业,经营服务用水,100.0,计费
6433,20151889,0020151889,越秀宾馆(副页),1062132010,浴足,经营服务用水,,计费
6439,19973483,0019973483,广州利雅房地产开发有限公司,2018082010,水疗馆,特种用水,,计费
6442,20194723,0020194723,广州市鸿力物业管理有限公司,4047092010,水疗馆,特种用水,,计费
6446,20062503,0020062503,同和村蟹山经济合作社,1021052010,水疗馆,特种用水,,计费
6448,20251710,0020251710,广州市就业训练中心,1062332010,行政,行政事业,,计费
6451,20225588,0020225588,广州市卡丽酒店,1062072010,水疗馆,经营服务用水,,计费
6460,20435963,0020435963,天河区石牌三骏企业集团有限公司,2018062010,水疗馆,特种用水,,计费
6461,20240107,0020240107,西朗医疗卫生所,3065162010,商业,经营服务用水,,计费
6465,20577647,0020577647,广州市荔湾区东漖股份合作经济联合社,3065102010,建筑业,经营服务用水,,计费
6474,20175346,0020175346,广州市星侨房地产开发有限公司,3065042010,建筑业,经营服务用水,,计费
6482,20175971,0020175971,军区后勤部,1061262010,行政,行政事业,,计费
6484,20528788,0020528788,华湾鞋业公司,4057012010,混合商业,经营服务用水,,计费
6512,20826071,0020826071,惠明房产开发公司,2096032010,混合商业,经营服务用水,,计费
6525,20660244,0020660244,省武警第四支队,2058042010,商业,经营服务用水,,计费
6526,20660260,0020660260,广州天河高新技术产业开发区建设总公司,2068102010,洗车业,特种用水,,计费
6527,20829979,0020829979,广州市城建天誉房地产开发有限公司,2018152010,水疗馆,特种用水,,计费
6528,20294436,0020294436,广州怡城物业管理有限公司,1062142010,商业,经营服务用水,,计费
6529,20577517,0020577517,天河区棠下村民委员会,2068112010,水疗馆,经营服务用水,,计费
6530,20577650,0020577650,广州市荔湾区东漖股份合作经济联合社,3065102010,建筑业,经营服务用水,,计费
6536,20732644,0020732644,空军司令部,1061122010,混合商业,经营服务用水,,计费
6537,20733227,0020733227,广州海洋地质调查局,1061122010,混合商业,经营服务用水,,计费
6538,20733546,0020733546,广州市东建实业总公司,1061222010,浴足,经营服务用水,,计费
6539,20733865,0020733865,军区后勤部企业局,1061262010,居民家庭,居民生活,,计费
6540,20733911,0020733911,军区后勤部,1061262010,行政,行政事业,,计费
6541,20734389,0020734389,珠江宾馆宿舍,1061302010,饮食业,经营服务用水,,计费
6542,20734480,0020734480,广州白云宾馆,1061152010,单位/集体宿舍,居民生活,,计费
6543,20734523,0020734523,署前宾馆,1061392010,居民家庭,居民生活,,计费
6544,20734536,0020734536,署前宾馆,1061392010,居民家庭,居民生活,,计费
6562,20660547,0020660547,广州白云区新市望岗经济发展公司,4047062010,商业,经营服务用水,,计费
6563,20660550,0020660550,新市镇教委办,4067082010,商业,经营服务用水,,计费
6564,20734174,0020734174,广东亚洲国际大酒店,1061212010,浴足,经营服务用水,,计费
6565,20734419,0020734419,省建筑学校,1061082010,单位/集体宿舍,居民生活,,计费
6567,20742238,0020742238,市嘉禾畜禽交易服务中心,4047062010,单位/集体宿舍,居民生活,,计费
6568,20759139,0020759139,茅岗村委会第十七经济合作社,2076042010,商业,经营服务用水,,计费
6569,20660273,0020660273,南方面粉厂,2068162010,商业,经营服务用水,,计费
6570,20660286,0020660286,南方面粉厂,2068162010,商业,经营服务用水,,计费
6571,20742225,0020742225,广州市嘉禾畜禽交易服务中心,4047062010,单位/集体宿舍,居民生活,,计费
6577,20758963,0020758963,广州棠下经济发展有限公司,2068112010,水疗馆,特种用水,,计费
6581,20622624,0020622624,香格里拉大酒店（广州琶洲）有限公司,3014022010,水疗馆,经营服务用水,,计费
6583,21027677,0021027677,广州市时代胜誉投资顾问有限公司,1021062010,洗车业,特种用水,,计费
6585,20734086,0020734086,广州雅居乐房地产开发有限公司,1021012010,混合商业,经营服务用水,,计费
6586,20734187,0020734187,省军区第一招待所,1021042010,居民家庭,居民生活,,计费
6587,20662152,0020662152,广州丰伟房地产开发有限公司,2018102010,水疗馆,特种用水,,计费
6588,20734318,0020734318,中山大学附属第六医院,2068172010,建筑业,经营服务用水,,计费
6589,20733940,0020733940,广东南湖旅游中心,1021012010,单位/集体宿舍,居民生活,,计费
6591,20732774,0020732774,空军司令部,1061122010,行政,行政事业,,计费
6594,20783088,0020783088,广东电视台宿舍,1061152010,冲晒相业,经营服务用水,,计费
6595,20783105,0020783105,广东电视台宿舍,1061152010,行政,行政事业,,计费
6596,20734347,0020734347,广州天河富丽大酒店,1061272010,水疗馆,经营服务用水,,计费
6597,20734406,0020734406,凯旋华美达大酒店,1061282010,水疗馆,经营服务用水,,计费
6598,20734549,0020734549,省职工体育运动技术学院,1041412010,混合商业,经营服务用水,,计费
6599,20734581,0020734581,滔金北管理处,1061152010,饮旅业,经营服务用水,,计费
6600,20734594,0020734594,广州军区第一招待所,1061192010,居民家庭,居民生活,,计费
6607,20622640,0020622640,香格里拉大酒店（广州琶洲）有限公司,3014022010,（原）其他特种,经营服务用水,,计费
6611,20816719,0020816719,广东省盐业集团有限公司,1062192010,商业,经营服务用水,,计费
6612,20742108,0020742108,华苑大酒店,2096032010,水疗馆,经营服务用水,,计费
6613,20814625,0020814625,广东珠江投资有限公司,3114752010,（原）其他特种,经营服务用水,,计费
6615,21108727,0021108727,银行疗养院,1061142010,健身,经营服务用水,,计费
6622,20733953,0020733953,东山宾馆,1061242010,单位/集体宿舍,居民生活,,计费
6624,21027071,0021027071,先烈中路97号17栋301房,1061082010,城市居民（旧）,居民生活,15.0,计费
6629,20703396,0020703396,广东省农垦华侨实业总公司,2028052010,浴足,经营服务用水,,计费
6630,20862002,0020862002,茅岗社区居委会,2076022010,商业,经营服务用水,,计费
6635,20825313,0020825313,广州军区空军高射炮兵射击观察队,4067182010,部队小区,居民生活,,计费
6636,20655059,0020655059,广州市市政园林局,2068102010,公共绿化,消防环卫绿化,,计费
6637,20734392,0020734392,广州市白云区石井街潭村经济联合社事业组,4067012010,商业,经营服务用水,,计费
6640,20623180,0020623180,望星楼宾馆家属区,1061172010,混合商业,经营服务用水,,计费
6642,20822066,0020822066,中旅商业城,1062272010,洗车业,特种用水,,计费
6646,20733764,0020733764,白云山药厂原料基地,2028022010,居民（旧）,居民生活,,计费
6647,20733793,0020733793,同和乡白水圹村,1021022010,混合商业,经营服务用水,,计费
6655,20660130,0020660130,同和斯文井经济合作社,1021012010,混合商业,经营服务用水,,计费
6658,20601137,0020601137,棠溪经济发展公司第三经济合作社,4067012010,洗车业,特种用水,,计费
6659,20733429,0020733429,广州海洋地质调查局,1061122010,行政,行政事业,,计费
6661,20789930,0020789930,市国营农工商联合企业,1061072010,混合商业,经营服务用水,,计费
6662,20790237,0020790237,广州东南西环高速公路有限公司,3114312010,单位/集体宿舍,居民生活,,计费
6663,20733663,0020733663,广州军区政治部艺星招待所,1061252010,居民家庭,居民生活,,计费
6664,20733979,0020733979,广东南湖旅游中心,1021012010,单位/集体宿舍,居民生活,,计费
6665,20734099,0020734099,银行疗养院,1061382010,饮食业,经营服务用水,,计费
6684,21279212,0021279212,广州市黄埔区鱼珠街茅岗股份经济联合社,2076022010,商业,经营服务用水,,计费
6689,21155286,0021155286,广州军区联勤部广州越秀军职以上退休干部休养所储运办,2068142010,部队小区,居民生活,,计费
6690,21334160,0021334160,马务村委会,4067022010,浴足,经营服务用水,,计费
6691,21379042,0021379042,华洲街土华经济联合社水电组,3034012010,商业,经营服务用水,,计费
6693,21319293,0021319293,广东省石油企业集团公司,2096022010,混合商业,经营服务用水,,计费
6694,21333978,0021333978,广州轻工工贸集团有限公司,1061322010,混合商业,经营服务用水,,计费
6695,21341452,0021341452,双沙二队,2096012010,农村/城中村总表民用,居民生活,,计费
6703,21361500,0021361500,"广州花园酒店有限公司""悦春“水疗会所",1061202010,水疗馆,特种用水,,计费
6706,21149753,0021149753,广东冠城房地产开发有限公司,1061282010,纤体减肥,经营服务用水,,计费
6720,21319307,0021319307,省军区装技部,1061172010,居民家庭,居民生活,,计费
6724,21108860,0021108860,广州市黄埔区文冲街文冲社区居民委员会,2076072010,洗车业,特种用水,,计费
6730,21254084,0021254084,保利房地产股份有限公司,3114292010,商业,经营服务用水,,计费
6733,21149711,0021149711,广东冠城房地产开发有限公司,1061282010,其他商业,经营服务用水,,计费
6734,21441110,0021441110,广州义华物业管理有限公司,2018152010,水疗馆,特种用水,,计费
6749,21421264,0021421264,岐岗工业区,2076022010,其他商业,经营服务用水,,计费
6761,21087745,0021087745,广东康景物业服务有限公司,3114602010,美容（原特种）,经营服务用水,,计费
6763,21039137,0021039137,荣城鞋业公司,4057012010,单位/集体宿舍,居民生活,,计费
6766,21108756,0021108756,银行疗养院,1061142010,健身,经营服务用水,,计费
6767,21084733,0021084733,广东康景物业服务有限公司,3114602010,美容（原特种）,经营服务用水,,计费
6768,21108730,0021108730,南岗乡综合楼,2096032010,水疗馆,经营服务用水,,计费
6772,21037681,0021037681,广州市天河区寺右经济发展公司,2018112010,建筑业,经营服务用水,,计费
6776,21108769,0021108769,南岗镇政府综合市场,2096032010,水疗馆,特种用水,,计费
6778,21084661,0021084661,元岗村委会,2028022010,商业,经营服务用水,,计费
6781,21254143,0021254143,新窖镇红卫第十五经济合作社,3114762010,商业,经营服务用水,,计费
6782,21254156,0021254156,保利房地产股份有限公司,3114292010,洗车业,特种用水,,计费
6784,21107258,0021107258,广东天健国际家居装饰商贸广场有限公司,1021032010,洗车业,特种用水,,计费
6786,21088328,0021088328,广州市黄埔区大沙经济发展实业有限公司,2076072010,水疗馆,特种用水,,计费
6790,21100710,0021100710,广东瑞华集团有限公司,2018062010,水疗馆,特种用水,,计费
6793,21108626,0021108626,得康沐足推拿,2096032010,浴足,经营服务用水,,计费
6795,21139039,0021139039,广州广永丽都酒店有限公司,1062292010,浴足,经营服务用水,,计费
6801,21421886,0021421886,寺右工业区,1061282010,洗车业,经营服务用水,,计费
6804,21108697,0021108697,怡景大酒店,2096032010,棋牌,经营服务用水,,计费
6805,21108701,0021108701,南基村委会(石油场),06A620010,洗车业,经营服务用水,,计费
6806,21108714,0021108714,广州市黄埔商业集团有限公司,2076042010,商业,经营服务用水,,计费
6815,21424856,0021424856,广州军区防化研究所,2028022010,部队小区,居民生活,,计费
6828,21362806,0021362806,广州市泰骏房地产开发有限公司,2068112010,水疗馆,特种用水,,计费
6829,21428076,0021428076,天河区城镇房地产开发总公司,2058022010,行政,行政事业,,计费
6832,21351192,0021351192,文辉发展有限公司,2058032010,商业,经营服务用水,,计费
6843,21784936,0021784936,广东金莎大酒店有限公司,4067092010,水疗馆,特种用水,,计费
6845,21446447,0021446447,市道路扩建办,3114672010,商业,经营服务用水,,计费
6856,21708695,0021708695,沙河经济发展总公司,2028012010,洗车业,特种用水,,计费
6857,21629769,0021629769,广州市白云区棠景街棠溪村第十三经济合作社,4067132010,居民家庭,居民生活,100.0,计费
